"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","400","GET - get all users schema","chromium","2026-09-11","passed","2026-09-11","","api/users.api.schema.spec.ts","",""
"","4150","@regression data driven invalid login using fixtures test","chromium","2026-09-11","passed","2026-09-11","","loginpage.spec.ts","",""
"","1048","delete user with DELETE method - AAA","chromium","2026-09-11","passed","2026-09-11","","api/users.api.aaa.spec.ts","",""
"","4216","@smoke footers exist on product page","chromium","2026-09-11","passed","2026-09-11","","productpage.spec.ts","",""
"","3004","@regression data driven invalid login using non fixure test for invalid21@open.com","chromium","2026-09-11","passed","2026-09-11","","loginpage.spec.ts","",""
"","6058","json data-driven registration of user with firstname firstname13","chromium","2026-09-11","passed","2026-09-11","","registration.spec.ts","",""
"","5309","@regression verify product information for product: MacBook Pro","chromium","2026-09-11","passed","2026-09-11","","productpage.spec.ts","",""
"","391","GET test - get all the users","chromium","2026-09-11","passed","2026-09-11","running e2e gorest api test","api/users.api.separate.spec.ts","",""
"","6684","csv data-driven registration of user with firstname firstname04","chromium","2026-09-11","passed","2026-09-11","","registration.spec.ts","",""
"","5229","@regression product images count test for product: MacBook Air","chromium","2026-09-11","passed","2026-09-11","","productpage.spec.ts","",""
"","5236","@smoke user is able to land on the product page test for MacBook Air","chromium","2026-09-11","passed","2026-09-11","","search.spec.ts","",""
"","4154","@regression search product results count test for MacBook Air","chromium","2026-09-11","passed","2026-09-11","","search.spec.ts","",""
"","3162","intercept and log request","chromium","2026-09-11","passed","2026-09-11","","api/intercept.spec.ts","",""
"","5428","@regression product header displayed test for product: MacBook Pro","chromium","2026-09-11","passed","2026-09-11","","productpage.spec.ts","",""
"","1632","POST - create a single user","chromium","2026-09-11","passed","2026-09-11","","api/users.api.schema.spec.ts","",""
"","3068","@regression invalid login test","chromium","2026-09-11","passed","2026-09-11","","loginpage.spec.ts","",""
"","0","Update a user test","chromium","2026-09-11","skipped","2026-09-11","","api/users.api.spec.ts","",""
"","2437","@smoke login page title test","chromium","2026-09-11","passed","2026-09-11","","loginpage.spec.ts","",""
"","3873","get registration page title test","chromium","2026-09-11","passed","2026-09-11","","registration.spec.ts","",""
"","365","POST test - create a user","chromium","2026-09-11","passed","2026-09-11","running e2e gorest api test","api/users.api.separate.spec.ts","",""
"","5233","@regression product header displayed test for product: MacBook Air","chromium","2026-09-11","passed","2026-09-11","","productpage.spec.ts","",""
"","5312","@regression product images count test for product: MacBook","chromium","2026-09-11","passed","2026-09-11","","productpage.spec.ts","",""
"","2896","@regression json data driven invalid login using non fixure test for invalid3@open.com","chromium","2026-09-11","passed","2026-09-11","","loginpage.spec.ts","",""
"","6751","csv data-driven registration of user with firstname firstname03","chromium","2026-09-11","passed","2026-09-11","","registration.spec.ts","",""
"","111","get booking details test","chromium","2026-09-11","passed","2026-09-11","","api/bookings.api.spec.ts","",""
"","58","create new booking test","chromium","2026-09-11","passed","2026-09-11","","api/bookings.api.spec.ts","",""
"","4101","@regression search product results count test for MacBook Pro","chromium","2026-09-11","passed","2026-09-11","","search.spec.ts","",""
"","2272","@regression forgot password link exist test","chromium","2026-09-11","passed","2026-09-11","","loginpage.spec.ts","",""
"","358","Delete test - delete a user","chromium","2026-09-11","passed","2026-09-11","running e2e gorest api test","api/users.api.separate.spec.ts","",""
"","5864","@smoke user is able to land on the product page test for iMac","chromium","2026-09-11","passed","2026-09-11","","search.spec.ts","",""
"","5418","@regression verify product information for product: MacBook Air","chromium","2026-09-11","passed","2026-09-11","","productpage.spec.ts","",""
"","5395","@regression verify product information for product: MacBook","chromium","2026-09-11","passed","2026-09-11","","productpage.spec.ts","",""
"","3207","@smoke home page title test","chromium","2026-09-11","passed","2026-09-11","","homepage.spec.ts","",""
"","7537","csv data-driven registration of user with firstname firstname02","chromium","2026-09-11","passed","2026-09-11","","registration.spec.ts","",""
"","3021","@regression json data driven invalid login using non fixure test for invalid32@open.com","chromium","2026-09-11","passed","2026-09-11","","loginpage.spec.ts","",""
"","2465","@regression login page logo test","chromium","2026-09-11","passed","2026-09-11","","loginpage.spec.ts","",""
"","3237","@smoke footers exist on product page","chromium","2026-09-11","passed","2026-09-11","","search.spec.ts","",""
"","3324","@smoke valid login test","chromium","2026-09-11","passed","2026-09-11","","loginpage.spec.ts","",""
"","3112","@smoke comp logo exists on product page","chromium","2026-09-11","passed","2026-09-11","","productpage.spec.ts","",""
"","2808","@regression json data driven invalid login using non fixure test for invalid31@open.com","chromium","2026-09-11","passed","2026-09-11","","loginpage.spec.ts","",""
"","5077","json data-driven registration of user with firstname firstname12","chromium","2026-09-11","passed","2026-09-11","","registration.spec.ts","",""
"","5587","json data-driven registration of user with firstname firstname14","chromium","2026-09-11","passed","2026-09-11","","registration.spec.ts","",""
"","6386","@smoke user is able to land on the product page test for MacBook Pro","chromium","2026-09-11","passed","2026-09-11","","search.spec.ts","",""
"","2903","@regression data driven invalid login using non fixure test for invalid31@open.com","chromium","2026-09-11","passed","2026-09-11","","loginpage.spec.ts","",""
"","5604","@regression search product results count test for iMac","chromium","2026-09-11","passed","2026-09-11","","search.spec.ts","",""
"","246","mock seach data api","chromium","2026-09-11","passed","2026-09-11","","api/intercept.spec.ts","",""
"","1683","create user with POST method - AAA","chromium","2026-09-11","passed","2026-09-11","","api/users.api.aaa.spec.ts","",""
"","1034","update user with PUT method - AAA","chromium","2026-09-11","passed","2026-09-11","","api/users.api.aaa.spec.ts","",""
"","1","Delete a user test","chromium","2026-09-11","skipped","2026-09-11","","api/users.api.spec.ts","",""
"","0","create a user test","chromium","2026-09-11","skipped","2026-09-11","","api/users.api.spec.ts","",""
"","3017","@regression data driven invalid login using non fixure test for invalid2@open.com","chromium","2026-09-11","passed","2026-09-11","","loginpage.spec.ts","",""
"","3118","@smoke logout link exist test","chromium","2026-09-11","passed","2026-09-11","","homepage.spec.ts","",""
"","3336","@smoke comp logo exists on product page","chromium","2026-09-11","passed","2026-09-11","","search.spec.ts","",""
"","5416","@regression product images count test for product: Canon EOS 5D","chromium","2026-09-11","passed","2026-09-11","","productpage.spec.ts","",""
"","5323","@regression product images count test for product: MacBook Pro","chromium","2026-09-11","passed","2026-09-11","","productpage.spec.ts","",""
"","7579","csv data-driven registration of user with firstname firstname01","chromium","2026-09-11","passed","2026-09-11","","registration.spec.ts","",""
"","61","update booking test","chromium","2026-09-11","passed","2026-09-11","","api/bookings.api.spec.ts","",""
"","58","delete booking test","chromium","2026-09-11","passed","2026-09-11","","api/bookings.api.spec.ts","",""
"","3402","@regression home page headers exist test","chromium","2026-09-11","passed","2026-09-11","","homepage.spec.ts","",""
"","5373","@regression product header displayed test for product: Canon EOS 5D","chromium","2026-09-11","passed","2026-09-11","","productpage.spec.ts","",""
"","5332","@regression verify product information for product: Canon EOS 5D","chromium","2026-09-11","passed","2026-09-11","","productpage.spec.ts","",""
"","3","@regression GET -- get location data","chromium","2026-09-11","skipped","2026-09-11","","api/amadeus.oauth2.spec.ts","",""
"","0","get user test","chromium","2026-09-11","skipped","2026-09-11","","api/users.api.spec.ts","",""
"","4980","json data-driven registration of user with firstname firstname11","chromium","2026-09-11","passed","2026-09-11","","registration.spec.ts","",""
"","359","PUT test - update a user","chromium","2026-09-11","passed","2026-09-11","running e2e gorest api test","api/users.api.separate.spec.ts","",""
"","5363","@regression product header displayed test for product: MacBook","chromium","2026-09-11","passed","2026-09-11","","productpage.spec.ts","",""
