"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2892","@regression json data driven invalid login using non fixure test for invalid31@open.com","chromium","2026-07-01","passed","2026-07-01","","loginpage.spec.ts","",""
"","2909","@smoke comp logo exists on product page","chromium","2026-07-01","passed","2026-07-01","","productpage.spec.ts","",""
"","4783","@smoke user is able to land on the product page test for MacBook Air","chromium","2026-07-01","passed","2026-07-01","","search.spec.ts","",""
"","4649","json data-driven registration of user with firstname firstname14","chromium","2026-07-01","passed","2026-07-01","","registration.spec.ts","",""
"","2924","@regression invalid login test","chromium","2026-07-01","passed","2026-07-01","","loginpage.spec.ts","",""
"","1162","delete user with DELETE method - AAA","chromium","2026-07-01","passed","2026-07-01","","api/users.api.aaa.spec.ts","",""
"","4600","@smoke user is able to land on the product page test for iMac","chromium","2026-07-01","passed","2026-07-01","","search.spec.ts","",""
"","375","GET - get all users schema","chromium","2026-07-01","passed","2026-07-01","","api/users.api.schema.spec.ts","",""
"","3815","@regression search product results count test for MacBook Air","chromium","2026-07-01","passed","2026-07-01","","search.spec.ts","",""
"","2816","@regression data driven invalid login using non fixure test for invalid31@open.com","chromium","2026-07-01","passed","2026-07-01","","loginpage.spec.ts","",""
"","0","Update a user test","chromium","2026-07-01","skipped","2026-07-01","","api/users.api.spec.ts","",""
"","5170","@regression product images count test for product: MacBook Pro","chromium","2026-07-01","passed","2026-07-01","","productpage.spec.ts","",""
"","3212","@regression home page headers exist test","chromium","2026-07-01","passed","2026-07-01","","homepage.spec.ts","",""
"","4879","json data-driven registration of user with firstname firstname13","chromium","2026-07-01","passed","2026-07-01","","registration.spec.ts","",""
"","2903","@regression json data driven invalid login using non fixure test for invalid32@open.com","chromium","2026-07-01","passed","2026-07-01","","loginpage.spec.ts","",""
"","4707","@regression product images count test for product: MacBook","chromium","2026-07-01","passed","2026-07-01","","productpage.spec.ts","",""
"","3221","@smoke home page title test","chromium","2026-07-01","passed","2026-07-01","","homepage.spec.ts","",""
"","1145","update user with PUT method - AAA","chromium","2026-07-01","passed","2026-07-01","","api/users.api.aaa.spec.ts","",""
"","1201","POST - create a single user","chromium","2026-07-01","passed","2026-07-01","","api/users.api.schema.spec.ts","",""
"","3046","@smoke footers exist on product page","chromium","2026-07-01","passed","2026-07-01","","productpage.spec.ts","",""
"","5239","json data-driven registration of user with firstname firstname11","chromium","2026-07-01","passed","2026-07-01","","registration.spec.ts","",""
"","2857","@regression data driven invalid login using non fixure test for invalid21@open.com","chromium","2026-07-01","passed","2026-07-01","","loginpage.spec.ts","",""
"","11","delete booking test","chromium","2026-07-01","passed","2026-07-01","","api/bookings.api.spec.ts","",""
"","3009","@regression json data driven invalid login using non fixure test for invalid3@open.com","chromium","2026-07-01","passed","2026-07-01","","loginpage.spec.ts","",""
"","1","get user test","chromium","2026-07-01","skipped","2026-07-01","","api/users.api.spec.ts","",""
"","5253","@regression product header displayed test for product: MacBook Pro","chromium","2026-07-01","passed","2026-07-01","","productpage.spec.ts","",""
"","3177","@smoke valid login test","chromium","2026-07-01","passed","2026-07-01","","loginpage.spec.ts","",""
"","4693","@smoke user is able to land on the product page test for MacBook Pro","chromium","2026-07-01","passed","2026-07-01","","search.spec.ts","",""
"","3127","get registration page title test","chromium","2026-07-01","passed","2026-07-01","","registration.spec.ts","",""
"","5363","@regression verify product information for product: MacBook Air","chromium","2026-07-01","passed","2026-07-01","","productpage.spec.ts","",""
"","3294","@smoke comp logo exists on product page","chromium","2026-07-01","passed","2026-07-01","","search.spec.ts","",""
"","5790","@regression verify product information for product: Canon EOS 5D","chromium","2026-07-01","passed","2026-07-01","","productpage.spec.ts","",""
"","4790","csv data-driven registration of user with firstname firstname02","chromium","2026-07-01","passed","2026-07-01","","registration.spec.ts","",""
"","0","Delete a user test","chromium","2026-07-01","skipped","2026-07-01","","api/users.api.spec.ts","",""
"","229","mock seach data api","chromium","2026-07-01","passed","2026-07-01","","api/intercept.spec.ts","",""
"","4707","@regression product images count test for product: Canon EOS 5D","chromium","2026-07-01","passed","2026-07-01","","productpage.spec.ts","",""
"","2385","@smoke login page title test","chromium","2026-07-01","passed","2026-07-01","","loginpage.spec.ts","",""
"","3048","@smoke logout link exist test","chromium","2026-07-01","passed","2026-07-01","","homepage.spec.ts","",""
"","6934","csv data-driven registration of user with firstname firstname04","chromium","2026-07-01","passed","2026-07-01","","registration.spec.ts","",""
"","351","PUT test - update a user","chromium","2026-07-01","passed","2026-07-01","running e2e gorest api test","api/users.api.separate.spec.ts","",""
"","441","Delete test - delete a user","chromium","2026-07-01","passed","2026-07-01","running e2e gorest api test","api/users.api.separate.spec.ts","",""
"","0","create a user test","chromium","2026-07-01","skipped","2026-07-01","","api/users.api.spec.ts","",""
"","4661","@regression product header displayed test for product: Canon EOS 5D","chromium","2026-07-01","passed","2026-07-01","","productpage.spec.ts","",""
"","3656","@regression search product results count test for MacBook Pro","chromium","2026-07-01","passed","2026-07-01","","search.spec.ts","",""
"","4696","@regression product images count test for product: MacBook Air","chromium","2026-07-01","passed","2026-07-01","","productpage.spec.ts","",""
"","4661","@regression product header displayed test for product: MacBook","chromium","2026-07-01","passed","2026-07-01","","productpage.spec.ts","",""
"","711","@regression GET -- get location data","chromium","2026-07-01","passed","2026-07-01","","api/amadeus.oauth2.spec.ts","",""
"","13","update booking test","chromium","2026-07-01","passed","2026-07-01","","api/bookings.api.spec.ts","",""
"","5284","csv data-driven registration of user with firstname firstname01","chromium","2026-07-01","passed","2026-07-01","","registration.spec.ts","",""
"","2348","@regression forgot password link exist test","chromium","2026-07-01","passed","2026-07-01","","loginpage.spec.ts","",""
"","4856","json data-driven registration of user with firstname firstname12","chromium","2026-07-01","passed","2026-07-01","","registration.spec.ts","",""
"","12","create new booking test","chromium","2026-07-01","passed","2026-07-01","","api/bookings.api.spec.ts","",""
"","4714","@regression product header displayed test for product: MacBook Air","chromium","2026-07-01","passed","2026-07-01","","productpage.spec.ts","",""
"","400","POST test - create a user","chromium","2026-07-01","passed","2026-07-01","running e2e gorest api test","api/users.api.separate.spec.ts","",""
"","1103","create user with POST method - AAA","chromium","2026-07-01","passed","2026-07-01","","api/users.api.aaa.spec.ts","",""
"","2922","@regression data driven invalid login using non fixure test for invalid2@open.com","chromium","2026-07-01","passed","2026-07-01","","loginpage.spec.ts","",""
"","15","get booking details test","chromium","2026-07-01","passed","2026-07-01","","api/bookings.api.spec.ts","",""
"","3038","intercept and log request","chromium","2026-07-01","passed","2026-07-01","","api/intercept.spec.ts","",""
"","5190","@regression verify product information for product: MacBook","chromium","2026-07-01","passed","2026-07-01","","productpage.spec.ts","",""
"","2471","@regression login page logo test","chromium","2026-07-01","passed","2026-07-01","","loginpage.spec.ts","",""
"","3599","@regression search product results count test for iMac","chromium","2026-07-01","passed","2026-07-01","","search.spec.ts","",""
"","4883","csv data-driven registration of user with firstname firstname03","chromium","2026-07-01","passed","2026-07-01","","registration.spec.ts","",""
"","374","GET test - get all the users","chromium","2026-07-01","passed","2026-07-01","running e2e gorest api test","api/users.api.separate.spec.ts","",""
"","4715","@regression verify product information for product: MacBook Pro","chromium","2026-07-01","passed","2026-07-01","","productpage.spec.ts","",""
"","3027","@smoke footers exist on product page","chromium","2026-07-01","passed","2026-07-01","","search.spec.ts","",""
